gene_id	log2FoldChange	pvalue
G2524	-0.408800929	0.038222829
G2525	0.408491615	0.03825932
G2526	-0.421381974	0.038264763
G2527	-1.312185977	0.038285644
G2528	1.582033451	0.03828652
G2529	0.418166129	0.038303737
G2530	-0.514181443	0.038338171
G2531	1.426368985	0.038367876
G2532	-0.536778125	0.038410405
G2533	0.40458968	0.038414094
G2534	0.375483725	0.038432074
G2535	0.529195162	0.038444086
G2536	-0.910070183	0.038475865
G2537	-2.114046107	0.038507907
G2538	-0.892614777	0.038517013
G2539	1.191777353	0.038525199
G2540	0.388368273	0.038532514
G2541	-0.460499512	0.038546021
G2542	0.422480593	0.03855971
G2543	-0.518303525	0.038563598
G2544	-0.650579919	0.038602259
G2545	-0.494644733	0.038644018
G2546	-0.652472513	0.038655129
G2547	-0.774854633	0.038699377
G2548	-0.470029082	0.038710007
G2549	0.352354396	0.038776095
G2550	0.497702397	0.038817441
G2551	0.82447556	0.03882536
G2552	-3.042767729	0.038837924
G2553	-0.335543578	0.038848095
G2554	-3.112582405	0.038855431
G2555	-0.431420714	0.038877053
G2556	0.52655715	0.038890717
G2557	-0.655267255	0.038914313
G2558	-0.772998839	0.038981923
G2559	0.647847881	0.039007453
G2560	0.899586619	0.039022879
G2561	-0.745907582	0.039036614
G2562	0.521464781	0.039058702
G2563	0.530638496	0.039064978
G2564	-0.41486521	0.039081994
G2565	-0.940196073	0.039098699
G2566	-0.377569913	0.039108552
G2567	0.320312569	0.039127189
G2568	-1.188235007	0.039166894
G2569	0.725813282	0.039226806
G2570	-0.825391243	0.03924631
G2571	0.395541653	0.039263536
G2572	1.135134382	0.039266419
G2573	-0.755967033	0.039272931
G2574	0.456400722	0.03930622
G2575	0.361511151	0.039326711
G2576	0.794208323	0.039327258
G2577	0.584387313	0.039328081
G2578	0.830963367	0.039375202
G2579	-0.485500752	0.039393282
G2580	0.47878186	0.039502082
G2581	0.570089139	0.039507201
G2582	-0.445565008	0.039579253
G2583	1.994763487	0.039579503
G2584	0.453502024	0.039579757
G2585	0.784503513	0.039608374
G2586	0.424718125	0.039634372
G2587	-0.723909617	0.039645722
G2588	-0.839758819	0.039695596
G2589	0.472539022	0.03970617
G2590	-0.503699657	0.039744587
G2591	-0.413975173	0.039749658
G2592	0.500722073	0.03975277
G2593	-0.491917068	0.039827454
G2594	-1.173561718	0.039828899
G2595	-0.500348865	0.039848629
G2596	-0.508567009	0.039853155
G2597	-1.191723242	0.039853843
G2598	-1.055702922	0.039898332
G2599	-0.882846724	0.039903526
G2600	1.682709724	0.039947946
G2601	0.436487182	0.039975364
G2602	0.405467373	0.039977819
G2603	-0.487623943	0.039989005
G2604	-2.580205946	0.039993988
G2605	1.527074909	0.040027066
G2606	-0.620686142	0.040060485
G2607	-0.683966248	0.040096954
G2608	-0.513077877	0.040104365
G2609	-0.36371527	0.040107096
G2610	0.335985218	0.040119366
G2611	0.342139088	0.040126788
G2612	-0.456977392	0.040149643
G2613	-3.419323334	0.040153868
G2614	0.447189497	0.040167198
G2615	-0.655175169	0.04017733
G2616	-0.445003212	0.04021303
G2617	0.362764331	0.04022772
G2618	-0.679398116	0.040235194
G2619	2.874583175	0.040246686
G2620	-0.35631745	0.040256862
G2621	-1.312834823	0.040279205
G2622	-0.468491694	0.04032994
G2623	0.375627172	0.040392521
G2624	0.460898007	0.040400647
G2625	-1.037130522	0.04043392
G2626	0.487193476	0.040441093
G2627	0.581147975	0.040488525
G2628	0.365612956	0.040497407
G2629	-1.231458493	0.040502049
G2630	0.437351204	0.040502635
G2631	0.355324846	0.040521708
G2632	-0.375382295	0.040528966
G2633	0.371137744	0.040578177
G2634	0.781943745	0.040623025
G2635	-0.796191726	0.040632178
G2636	0.355722385	0.040637011
G2637	0.92148823	0.040637769
G2638	0.654184346	0.040645596
G2639	-0.646689108	0.040648691
G2640	-0.968874653	0.040704207
G2641	0.635778168	0.040708829
G2642	-0.476717829	0.040736607
G2643	0.781829457	0.040776783
G2644	0.368605178	0.040778272
G2645	0.398646545	0.04079777
G2646	1.304464085	0.040821829
G2647	-0.376654382	0.040849338
G2648	4.083700234	0.040870971
G2649	-0.493787945	0.040961991
G2650	-0.807859676	0.04101188
G2651	7.98734745	0.041024705
G2652	-0.451705017	0.041044453
G2653	0.380922264	0.041081733
G2654	0.307520699	0.041090045
G2655	-0.540203468	0.041098269
G2656	0.398579645	0.041139394
G2657	0.331359159	0.041149726
G2658	-3.886846936	0.041150648
G2659	-0.484045434	0.041253962
G2660	-0.599301174	0.041284467
G2661	-1.341696146	0.04129366
G2662	-0.540874568	0.041301471
G2663	4.179595478	0.041303174
G2664	3.245949985	0.041321104
G2665	0.312832815	0.041370684
G2666	-0.505435633	0.041384777
G2667	0.373208634	0.041402855
G2668	0.398340052	0.041418676
G2669	0.408941285	0.041469123
G2670	-0.741473423	0.041547243
G2671	0.343546395	0.041548916
G2672	-0.506957701	0.041565031
G2673	-0.395275747	0.041572819
G2674	0.703535225	0.041581709
G2675	-1.505993532	0.041587249
G2676	0.386560942	0.041591459
G2677	-0.423695462	0.041606604
G2678	0.356999084	0.041609437
G2679	4.073228572	0.041613401
G2680	-0.593519683	0.041625405
G2681	-0.453241145	0.041676931
G2682	-1.309387193	0.041680529
G2683	3.192734413	0.041718429
G2684	2.003652376	0.04172357
G2685	-2.200323006	0.041749773
G2686	0.966376448	0.041785268
G2687	4.352369152	0.041794613
G2688	0.487211313	0.041797899
G2689	-0.43311395	0.041807207
G2690	0.433588059	0.041849456
G2691	0.828196848	0.04185567
G2692	0.533227623	0.041883166
G2693	0.363889155	0.041887818
G2694	0.861214517	0.041908692
G2695	-1.080360855	0.041910901
G2696	0.330700802	0.041953854
G2697	1.629426796	0.041961174
G2698	-0.638350231	0.041971729
G2699	0.657883061	0.041994476
G2700	-0.469082701	0.042030873
G2701	0.429546261	0.042081457
G2702	1.788245321	0.042105354
G2703	0.399141932	0.042130869
G2704	-0.543877755	0.042139943
G2705	2.348535353	0.042163794
G2706	-2.023352963	0.042272455
G2707	0.362319788	0.042351774
G2708	1.986496001	0.042356069
G2709	-0.362199881	0.04244132
G2710	1.07252027	0.042446982
G2711	1.252247759	0.042451625
G2712	-0.821143356	0.0424653
G2713	-0.411929677	0.042675633
G2714	-0.532541657	0.042726206
G2715	-0.421436882	0.04275674
G2716	2.269818043	0.042771894
G2717	-0.794367479	0.04278961
G2718	2.316075406	0.042820396
G2719	0.515022036	0.042868619
G2720	-0.466358125	0.042870313
G2721	0.629013295	0.042871705
G2722	0.362813216	0.042895973
G2723	0.37020221	0.042920182
G2724	1.647488227	0.042934181
G2725	0.379059784	0.042951023
G2726	-0.399939421	0.042972429
G2727	-0.554991761	0.042975578
G2728	0.442549757	0.042983283
G2729	-0.591327306	0.043029313
G2730	1.446399337	0.043077403
G2731	-0.469829708	0.043082738
G2732	-0.644750587	0.043088613
G2733	-0.844825691	0.043104666
G2734	-0.563926132	0.043106377
G2735	-0.94646927	0.043120463
G2736	0.464752239	0.043120571
G2737	-0.527213535	0.043128166
G2738	-3.127927906	0.043247841
G2739	0.371096447	0.043249505
G2740	-0.56671703	0.043284376
G2741	0.648688366	0.043321162
G2742	-1.379166351	0.043330881
G2743	-0.497983973	0.043357934
G2744	0.891223281	0.043371043
G2745	0.498294987	0.043394924
G2746	-0.581166084	0.043441838
G2747	-1.9977946	0.043465406
G2748	-0.679585597	0.043506475
G2749	0.419417635	0.043606581
G2750	-0.559048688	0.043684876
G2751	-0.855577687	0.043692454
G2752	0.728759791	0.043705258
G2753	0.625889968	0.043750949
G2754	0.414874579	0.043776241
G2755	1.328299497	0.043778647
G2756	2.089143646	0.043828572
G2757	0.64690272	0.04385065
G2758	0.348939339	0.043853513
G2759	-1.214931381	0.043856468
G2760	-0.558576005	0.043858015
G2761	-1.334928904	0.043897717
G2762	0.400493649	0.043959688
G2763	0.455317825	0.043991605
G2764	0.672595923	0.044065298
G2765	0.532477227	0.044088545
G2766	-4.523091573	0.044117943
G2767	0.348531724	0.044119056
G2768	0.494668011	0.04415459
G2769	-1.927173265	0.044159658
G2770	-0.378824251	0.044165545
G2771	-0.620086657	0.044207467
G2772	-0.62604866	0.044208146
G2773	2.313833495	0.044220573
G2774	0.446362436	0.044237734
G2775	0.385438725	0.044263705
G2776	-0.590750057	0.044278267
G2777	-0.968901263	0.044303476
G2778	-2.6995035	0.044303969
G2779	0.377581937	0.044329148
G2780	-0.49281837	0.044332077
G2781	0.342948769	0.044394617
G2782	1.001318124	0.044408725
G2783	-0.386724593	0.044410794
G2784	0.341880231	0.044425348
G2785	-0.56225912	0.044443217
G2786	-0.499867312	0.044443791
G2787	0.84507094	0.044459711
G2788	2.399828532	0.044461861
G2789	0.964622106	0.044486203
G2790	0.401899193	0.044493858
G2791	2.769014786	0.044496896
G2792	0.392422241	0.044536265
G2793	0.366675636	0.044538574
G2794	-0.817476764	0.044541624
G2795	-0.726480244	0.044633502
G2796	-0.47376993	0.044643948
G2797	-0.540359721	0.04466808
G2798	2.084301279	0.044691238
G2799	0.709409904	0.044734075
G2800	0.485844978	0.04473568
G2801	0.504148629	0.044849144
G2802	-0.476033046	0.04485737
G2803	0.793143544	0.044902144
G2804	-0.81857496	0.04493648
G2805	0.424238653	0.044952592
G2806	2.132323566	0.044956263
G2807	0.418263069	0.044978276
G2808	-0.643666542	0.045040148
G2809	1.065415129	0.045062772
G2810	0.376037341	0.045072759
G2811	-4.742144511	0.04509155
G2812	-0.565473334	0.045190983
G2813	0.385127212	0.045238391
G2814	3.99511779	0.045243113
G2815	0.375294794	0.045255773
G2816	0.900504737	0.045295382
G2817	-0.833083231	0.045320353
G2818	-0.615078403	0.045366732
G2819	-0.679625644	0.045400602
G2820	-0.67514105	0.045412245
G2821	2.096994326	0.045471248
G2822	0.950821962	0.045529959
G2823	-0.625005012	0.045534902
G2824	-0.552451076	0.045549938
G2825	-1.070515036	0.045588754
G2826	0.530204964	0.045594316
G2827	0.585029664	0.045613625
G2828	0.699149867	0.045630809
G2829	-0.601702504	0.045645276
G2830	-0.518941683	0.045650883
G2831	0.70408682	0.045660553
G2832	0.820182675	0.045665873
G2833	1.145696781	0.045706062
G2834	-1.817117649	0.045709498
G2835	-0.540359466	0.045710851
G2836	-0.462917471	0.045732246
G2837	3.992723277	0.045774525
G2838	0.469346041	0.045790572
G2839	0.370793345	0.045854185
G2840	4.070907241	0.045872029
G2841	0.344622707	0.045872668
G2842	0.547293355	0.045913693
G2843	2.47880438	0.045933544
G2844	-2.680250711	0.045947297
G2845	0.344399649	0.045980953
G2846	1.262690123	0.045994124
G2847	-1.401532222	0.04603085
G2848	0.934957458	0.046059709
G2849	-0.589724299	0.046069516
G2850	0.342547124	0.046087414
G2851	-0.444577789	0.046138896
G2852	-2.223767443	0.046143674
G2853	-0.498365896	0.046167045
G2854	2.156787356	0.046175109
G2855	-2.062691666	0.046207933
G2856	0.354183359	0.04621331
G2857	-0.548685218	0.046276669
G2858	-0.556850992	0.046278254
G2859	0.334399187	0.046303162
G2860	-0.392790706	0.046323419
G2861	-0.522097586	0.046334346
G2862	-0.980589389	0.046347908
G2863	2.189079119	0.046403161
G2864	-0.717956973	0.046436885
G2865	4.615163225	0.046470755
G2866	1.136742667	0.046490484
G2867	0.853504426	0.046564584
G2868	-0.501622415	0.046579111
G2869	-1.899285397	0.046632703
G2870	0.648112602	0.04667618
G2871	0.327820426	0.046763704
G2872	0.590557411	0.046795443
G2873	0.703534719	0.046797273
G2874	-0.585387333	0.046817411
G2875	0.329609332	0.046824796
G2876	0.504468793	0.046885765
G2877	0.350330408	0.046917396
G2878	0.360375489	0.046935673
G2879	-0.399351144	0.046953681
G2880	-1.006976117	0.046986308
G2881	1.846149488	0.047041087
G2882	-2.141710533	0.047112733
G2883	-0.508023208	0.047204263
G2884	0.356423838	0.047251453
G2885	2.251532472	0.047256703
G2886	0.469051948	0.047289763
G2887	0.419900447	0.047298652
G2888	-1.73239142	0.047355842
G2889	-0.495673482	0.04736201
G2890	-0.40676384	0.047372242
G2891	0.545519056	0.047378619
G2892	0.680727612	0.047406663
G2893	0.729218827	0.047442453
G2894	-4.767043236	0.047488948
G2895	0.547860321	0.047494901
G2896	-3.021207695	0.047516722
G2897	-4.402284252	0.047553178
G2898	0.408099315	0.04758054
G2899	-1.028946942	0.047582711
G2900	-0.607591902	0.047591724
G2901	0.473707798	0.047632486
G2902	-0.459809068	0.047693927
G2903	1.436605775	0.047728443
G2904	-0.757694091	0.047729242
G2905	0.315930593	0.047738152
G2906	-0.402494281	0.047749941
G2907	-1.536339729	0.047756941
G2908	0.285073618	0.047821103
G2909	-1.820210295	0.047851548
G2910	0.428184593	0.047854023
G2911	-0.644278067	0.047881447
G2912	0.960219737	0.047918777
G2913	0.420731635	0.04800037
G2914	0.435838797	0.048022364
G2915	0.53259645	0.048038931
G2916	-0.342388406	0.048055788
G2917	0.435940205	0.048072367
G2918	0.385290594	0.048080614
G2919	2.45988812	0.048107782
G2920	0.627012002	0.048119464
G2921	-1.096285918	0.048142825
G2922	-0.529757693	0.048162267
G2923	0.626148464	0.048235451
G2924	2.193954951	0.048241901
G2925	0.488070315	0.048242451
G2926	0.551874129	0.048271815
G2927	0.32992078	0.048284496
G2928	0.558685984	0.048349509
G2929	0.743514163	0.04835848
G2930	-4.542714808	0.048361398
G2931	0.72209343	0.04839565
G2932	-0.8382925	0.048406299
G2933	0.549630283	0.048407191
G2934	-1.738915267	0.048409599
G2935	-0.430368134	0.048443536
G2936	0.914107658	0.048461754
G2937	-0.783745643	0.048470589
G2938	4.74436109	0.04850634
G2939	2.072190608	0.048520683
G2940	-0.340544996	0.048538613
G2941	0.51319695	0.0485548
G2942	1.048496762	0.048559792
G2943	0.340349627	0.048565885
G2944	-0.451347852	0.048685284
G2945	0.511360995	0.048687173
G2946	0.445097687	0.048715551
G2947	-0.494219283	0.048728688
G2948	1.479951057	0.048786873
G2949	0.504487976	0.048828432
G2950	-1.326660537	0.048878169
G2951	-1.094928512	0.048896229
G2952	-0.746536933	0.048992142
G2953	0.834748015	0.049052982
G2954	-0.401463155	0.049088133
G2955	-0.414371881	0.04913439
G2956	0.361638748	0.049192995
G2957	-0.454038024	0.049198172
G2958	3.743407729	0.049268505
G2959	-0.480861452	0.049280739
G2960	-0.556029961	0.049282506
G2961	-0.351883921	0.049334437
G2962	-0.693633957	0.049335557
G2963	-0.336838574	0.049338351
G2964	-0.439941094	0.049381379
G2965	0.644847541	0.049402878
G2966	1.51586473	0.049415711
G2967	-1.003339821	0.049421167
G2968	0.663826071	0.049437511
G2969	0.892036189	0.049455818
G2970	3.988115554	0.04948311
G2971	0.39721552	0.049490718
G2972	-0.450842604	0.04951942
G2973	1.040654116	0.049533401
G2974	-0.514743383	0.049632045
G2975	-0.585057671	0.04966196
G2976	-0.449041427	0.049668557
G2977	0.441467851	0.049668746
G2978	0.448795143	0.049733226
G2979	-0.461248391	0.049736672
G2980	-3.333428225	0.049753044
G2981	0.427504128	0.049756227
G2982	4.824604746	0.049760639
G2983	2.6004662	0.049764207
G2984	0.653038012	0.049812722
G2985	0.496418382	0.049834722
G2986	4.592834809	0.049835912
G2987	0.571683797	0.049842739
G2988	0.33883349	0.04987346
G2989	0.434908084	0.049893598
G2990	-0.474674732	0.049950441
G2991	0.665208526	0.049960562
G2992	-0.540964733	0.049970183
G2993	-1.359330874	0.050016296
G2994	-2.52442209	0.050032431
G2995	-0.850808129	0.050046477
G2996	-0.803507132	0.050098913
G2997	-0.633581282	0.05010621
G2998	-1.19736337	0.050113453
G2999	0.358161694	0.050114028
G3000	0.390331498	0.050128854
G3001	-0.522589675	0.050186693
G3002	-0.77827633	0.050216076
G3003	-1.008033279	0.050218543
G3004	-2.510334231	0.050219319
G3005	0.459909368	0.050246914
G3006	0.360236259	0.050248434
G3007	-0.478153562	0.050272968
G3008	-4.433340166	0.050302519
G3009	1.306277895	0.050317043
G3010	-0.482865081	0.05035501
G3011	-0.290121127	0.050361948
G3012	-0.997428469	0.050379219
G3013	-0.427962513	0.050388991
G3014	1.249836177	0.050390722
G3015	0.586694125	0.050486328
G3016	0.369074621	0.050489487
G3017	0.575044332	0.050490556
G3018	-1.009802102	0.050497768
G3019	0.385507921	0.050499645
G3020	0.560241525	0.050518449
G3021	1.217290758	0.050525767
G3022	0.759866168	0.050542162
G3023	0.318179113	0.050587686
G3024	-0.939630636	0.050594472
G3025	0.800931035	0.050705793
G3026	0.433642539	0.050714092
G3027	-0.356394704	0.050720914
G3028	-1.317994611	0.050748416
G3029	-0.366267388	0.050754294
G3030	-0.968443674	0.050765182
G3031	-0.450170678	0.05076805
G3032	0.921836912	0.050822403
G3033	0.298723636	0.050854557
G3034	-1.338014487	0.050925933
G3035	0.368915668	0.050938707
G3036	-0.557914498	0.050945784
G3037	-4.456567052	0.050972611
G3038	0.569126948	0.051027136
G3039	-0.459015551	0.051027512
G3040	-0.688099318	0.051078103
G3041	-0.54350975	0.051112703
G3042	-0.36048164	0.051117089
G3043	-0.361958192	0.051124435
G3044	0.465130294	0.051167477
G3045	0.341417257	0.051171943
G3046	0.398292218	0.051175868
G3047	-0.387723913	0.051195808
G3048	1.494676182	0.051210138
G3049	-1.345124094	0.051285055
G3050	0.389204573	0.051298595
G3051	-0.430335295	0.051315568
G3052	0.319517668	0.051319835
G3053	0.586454224	0.051348583
G3054	1.355047855	0.051357306
G3055	-0.692996445	0.051361754
G3056	0.639877064	0.051382477
G3057	-0.419692219	0.051408223
G3058	-0.500276591	0.051423198
G3059	2.776115524	0.051452276
G3060	0.400443142	0.051453117
G3061	0.861274019	0.051508595
G3062	0.66496112	0.051513913
G3063	-0.410503265	0.051525217
G3064	0.410186294	0.051554457
G3065	-0.658883624	0.051558206
G3066	0.346783339	0.051560387
G3067	0.361365068	0.051568171
G3068	0.654209777	0.051569746
G3069	-0.786294523	0.051588326
G3070	0.39932187	0.051609504
G3071	0.413480184	0.051620943
G3072	1.612249582	0.051628197
G3073	-1.099467428	0.051652732
G3074	-0.677089245	0.05169335
G3075	0.412293482	0.05171455
G3076	-2.485075557	0.051743153
G3077	0.319658216	0.051744993
G3078	2.478727956	0.051752768
G3079	-0.502544977	0.051769866
G3080	1.783785253	0.051788799
G3081	0.756779726	0.051789347
G3082	0.343034231	0.05180918
G3083	-0.432454629	0.051862697
G3084	0.464325645	0.051869517
G3085	0.353461721	0.051912686
G3086	-0.70243109	0.05193456
G3087	0.647735219	0.051952895
G3088	0.345220303	0.051993846
G3089	0.730260376	0.052076238
G3090	-0.441780255	0.052092647
G3091	0.30558269	0.052095249
G3092	-0.536891171	0.052119675
G3093	-0.506615459	0.05214244
G3094	0.465721111	0.052156528
G3095	-0.541644818	0.052159847
G3096	-1.993139367	0.052174256
G3097	0.687126913	0.052186837
G3098	0.350541535	0.052194523
G3099	0.526002715	0.052210977
G3100	-0.697215801	0.052220652
G3101	0.417162408	0.052229568
G3102	-0.389088314	0.052250173
G3103	0.679192252	0.052292736
G3104	0.628520082	0.052304156
G3105	-0.476380793	0.052379055
G3106	0.601204129	0.052382004
G3107	1.382137511	0.052422851
G3108	1.118438591	0.052488289
G3109	0.385007954	0.052500767
G3110	0.339238906	0.052523517
G3111	-0.471129593	0.052546263
G3112	-0.447136828	0.052547399
G3113	-0.455962658	0.052550587
G3114	0.352744218	0.052551838
